Category,Product Name,Price,Company Name,Product URL,Description
Agriculture & Farming,"Mild Steel Tractor Mounted Rigger Plough, For Agriculture, 12 inches","₹ 20,000/Piece",Star Fabcon,https://www.indiamart.com/proddetail/rigger-plough-26053044355.html,Brand Brand Ksnm Ksnm Country of Origin Country of Origin Made in India Made in India Size Size 12 inches 12 inches Material Material Mild Steel Mild Steel Type Type Tractor Mounted Tractor Mounted Usage/Application Usage/Application Agriculture Agriculture
Agriculture & Farming,ALLOY STEEL KM - STARTER PULLY EASY GX35,,Goel Trading Co.,https://www.indiamart.com/proddetail/km-starter-pully-easy-gx35-26006953748.html,Brand Brand KAAMA MOTO KAAMA MOTO Model Model GX35 GX35 Material Material ALLOY STEEL ALLOY STEEL Usage/Application Usage/Application COMPATIBLE FOR BRUSH CUTTER 4 STROKE COMPATIBLE FOR BRUSH CUTTER 4 STROKE Color Color SILVER SILVER
Agriculture & Farming,"Mild Steel Farm Cultivator NG PS 1007, For Agriculture",₹ 300/Piece,H.S. Overseas Private Limited,https://www.indiamart.com/proddetail/ng-ps-1007-2855809012848.html,BRAND BRAND NATURE GOLD NATURE GOLD Country of Origin Country of Origin Made in India Made in India Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Material Material Mild Steel Mild Steel
Agriculture & Farming,"Mild Steel Farm Cultivator Maize Multi Crop Planter, For Agriculture, 3 Rows","₹ 1,05,000/Piece",Farmburg Agro,https://www.indiamart.com/proddetail/maize-multi-crop-planter-2853016125048.html,Number of Rows Number of Rows 3 Rows 3 Rows Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Material Material Mild Steel Mild Steel Power Power 35 - 60 35 - 60 Size Size 7FT. 7FT.
Agriculture & Farming,"RK Mild Steel Single Row Bund Maker, For Agriculture, Size: 51 Inch","₹ 11,500/Unit",Ram Babu Kishan Sahay Krishi Yantra Udyog,https://www.indiamart.com/proddetail/single-row-bund-maker-22185643033.html,Usage/Application Usage/Application Agriculture Agriculture Brand Brand RK RK Material Material Mild Steel Mild Steel Size Size 51 Inch 51 Inch Machine Weight Machine Weight 70 Kg 70 Kg Country of Origin Country of Origin Made in India Made in India
Agriculture & Farming,"BEW Super Seeder, Tractor HP: 40 hp, Number of Tynes: 9 tyne","₹ 2,65,000/Piece",Ks Agrotech Private Limited,https://www.indiamart.com/proddetail/bew-super-seeder-26866421597.html,Number of Tynes Number of Tynes 11 tyne 11 tyne Brand Brand BHAGWAN ENGG WORKS BHAGWAN ENGG WORKS Number of Disc Number of Disc 11 11 Tractor HP Tractor HP 40 hp 40 hp Model Name/Number Model Name/Number BEW Super Seeder BEW Super Seeder
Agriculture & Farming,"KAAMA MOTO COPPER KM - REVERSE GEAR CABLE SEAT 186F, For AGRICULTURE",,Goel Trading Co.,https://www.indiamart.com/proddetail/km-reverse-gear-cable-seat-186f-26040497055.html,Usage/Application Usage/Application AGRICULTURE AGRICULTURE Brand Brand KAAMA MOTO KAAMA MOTO Type Type DIESEL ENGINE DIESEL ENGINE Model Name/Number Model Name/Number 186F 186F Material Material COPPER COPPER
Agriculture & Farming,"Mild Steel Farm Cultivator NG GHT 121, For Agriculture",₹ 217/Piece,H.S. Overseas Private Limited,https://www.indiamart.com/proddetail/ng-ght-121-2855778606991.html,Packaging Type Packaging Type 24 BOX 24 BOX Country of Origin Country of Origin Made in India Made in India Usage/Application Usage/Application Agriculture Agriculture Type Type Farm Cultivator Farm Cultivator Material Material Mild Steel Mild Steel
Agriculture & Farming,"Carbon Steel 18 Inch Harrow Disc, For Agriculture","₹ 1,600/Piece",Farmburg Agro,https://www.indiamart.com/proddetail/18-inch-harrow-disc-2852405741291.html,Color Color Black Black Rust Resistance Rust Resistance Yes Yes Product Type Product Type Disc Blade Disc Blade Thickness Thickness 4 mm 4 mm Country of Origin Country of Origin Made in India Made in India Usage/Application Usage/Application Agriculture Agriculture
Agriculture & Farming,"Land Star 425 Kg Mounted Medium Duty Disc Harrow, For Agriculture","₹ 38,500/Piece",Star Fabcon,https://www.indiamart.com/proddetail/mounted-medium-duty-disc-harrow-23454690488.html,Brand Brand Land Star Land Star Usage/Application Usage/Application Agriculture Agriculture Material Material Mild Steel Mild Steel Total Weight Approx (kg) Total Weight Approx (kg) 425 kg 425 kg Type Of Disc Harrow Type Of Disc Harrow Tractor Disc Harrow Tractor Disc Harrow Country of Origin Country of Origin Made in India Made in India
Agriculture & Farming,"30-40 HP Iron BANANA CROP SHREDDER (SA-BS), For Agriculture & Farming","₹ 61,000/Piece",Sun Agro,https://www.indiamart.com/proddetail/banana-crop-shredder-sa-bs-23406884748.html,Power Power 30-40 HP 30-40 HP Shredding Material Shredding Material PLANTS (BANANA /PAPAYA PLANTS (BANANA /PAPAYA Usage/Application Usage/Application Agriculture & Farming Agriculture & Farming Material Material Iron Iron Motor Power Motor Power 25 HP OR ABOVE 25 HP OR ABOVE Working Width Working Width 1 ACRE/HR 1 ACRE/HR
